timepoint,altitude,latlng,watts,moving,cadence,velocity_smooth,time,heartrate,grade_smooth,distance
0,-1.2,"[52.137128, 4.393666]",126,False,66,0.0,0,109,6.9,0.0
1,-1.2,"[52.137119, 4.393625]",126,True,64,0.0,1,110,2.9,3.3
2,-0.6,"[52.137064, 4.393602]",125,True,63,0.0,2,112,2.2,8.7
3,-0.8,"[52.137026, 4.393559]",124,True,63,4.633,3,113,0.9,13.9
4,-0.8,"[52.136992, 4.39353]",124,True,65,4.475,4,113,-1.8,17.9
5,-1.0,"[52.136922, 4.393528]",124,True,63,5.1,5,114,-0.8,25.5
6,-1.0,"[52.136878, 4.393481]",106,True,62,5.56,6,114,0.0,31.1
7,-1.0,"[52.136824, 4.393445]",111,True,61,5.82,7,114,0.8,37.8
8,-0.8,"[52.136777, 4.393412]",133,True,61,5.96,8,114,0.9,43.7
9,-0.8,"[52.136732, 4.393373]",106,True,61,6.34,9,113,0.0,49.6
10,-0.8,"[52.13669, 4.39334]",103,True,65,5.78,10,113,-1.7,54.4
11,-1.0,"[52.13664, 4.393299]",130,True,65,5.92,11,113,-2.6,60.7
12,-1.2,"[52.136591, 4.393261]",161,True,63,5.8,12,113,-2.5,66.8
13,-1.4,"[52.136546, 4.393225]",146,True,67,5.72,13,113,-0.9,72.3
14,-1.4,"[52.136501, 4.393186]",141,True,56,5.72,14,113,0.9,78.2
15,-1.2,"[52.136458, 4.393151]",153,True,62,5.74,15,114,2.8,83.1
16,-1.0,"[52.136413, 4.393119]",171,True,57,5.68,16,114,3.7,89.1
17,-0.8,"[52.136369, 4.393087]",172,True,57,5.44,17,114,2.7,94.0
18,-0.6,"[52.136323, 4.393051]",134,True,59,5.5,18,115,0.9,99.8
19,-0.6,"[52.136278, 4.393014]",140,True,61,5.4,19,115,0.0,105.2
20,-0.8,"[52.136233, 4.392976]",143,True,61,5.5,20,115,-0.9,110.6
21,-0.8,"[52.136185, 4.392943]",134,True,62,5.46,21,114,-0.9,116.4
22,-0.8,"[52.136136, 4.392911]",138,True,59,5.68,22,114,0.9,122.4
23,-0.8,"[52.136091, 4.392874]",148,True,63,5.7,23,115,1.7,128.3
24,-0.6,"[52.136049, 4.392835]",172,True,61,5.74,24,115,1.8,133.9
25,-0.4,"[52.136008, 4.392791]",172,True,55,5.78,25,116,1.9,139.5
26,-0.4,"[52.135971, 4.392749]",150,True,55,5.58,26,116,1.9,144.3
27,-0.4,"[52.135931, 4.392702]",131,True,59,5.46,27,115,0.9,149.7
28,-0.2,"[52.135894, 4.392651]",145,True,58,5.36,28,114,0.9,155.1
29,-0.2,"[52.135858, 4.392594]",147,True,58,5.38,29,114,0.0,160.8
30,-0.2,"[52.135822, 4.392537]",149,True,61,5.42,30,113,-0.9,166.6
31,-0.4,"[52.135785, 4.392482]",155,True,61,5.58,31,113,-0.9,172.2
32,-0.4,"[52.135749, 4.39243]",150,True,61,5.54,32,114,-0.9,177.4
33,-0.4,"[52.135713, 4.392377]",132,True,57,5.5,33,116,0.0,182.6
34,-0.4,"[52.135677, 4.392317]",128,True,64,5.5,34,117,0.0,188.3
35,-0.4,"[52.135641, 4.392257]",140,True,63,5.56,35,118,0.0,194.4
36,-0.4,"[52.135604, 4.3922]",132,True,62,5.48,36,118,0.0,199.6
37,-0.4,"[52.135565, 4.392142]",106,True,62,5.64,37,119,0.0,205.6
38,-0.4,"[52.135525, 4.392084]",99,True,64,5.74,38,119,0.0,211.3
39,-0.4,"[52.135483, 4.392025]",90,True,65,5.84,39,120,0.0,217.5
40,-0.4,"[52.135443, 4.391965]",85,True,65,5.88,40,121,-0.8,223.8
41,-0.4,"[52.135404, 4.391903]",87,True,64,6.06,41,121,-0.8,229.9
42,-0.6,"[52.135363, 4.391842]",89,True,65,6.04,42,121,-0.8,235.8
43,-0.6,"[52.135322, 4.391782]",92,True,68,6.16,43,121,-1.7,242.1
44,-0.6,"[52.13528, 4.391724]",93,True,65,6.14,44,122,-1.6,248.2
45,-0.8,"[52.13524, 4.391663]",92,True,72,6.04,45,121,-1.6,254.0
46,-1.0,"[52.135195, 4.391595]",92,True,66,6.26,46,121,-2.4,261.2
47,-1.0,"[52.135154, 4.391535]",96,True,65,6.34,47,122,-2.4,267.5
48,-1.2,"[52.135113, 4.391478]",110,True,68,6.3,48,122,-1.7,273.6
49,-1.4,"[52.135072, 4.39142]",98,True,68,6.26,49,122,-0.8,279.5
50,-1.4,"[52.135032, 4.391361]",82,True,60,6.28,50,122,0.0,285.4
51,-1.2,"[52.134992, 4.391298]",85,True,70,6.1,51,121,1.6,291.7
52,-1.2,"[52.13495, 4.391235]",116,True,66,6.12,52,122,1.6,298.1
53,-1.0,"[52.134908, 4.391173]",99,True,63,6.18,53,121,0.0,304.5
54,-1.0,"[52.134866, 4.39111]",98,True,75,6.22,54,121,0.0,310.6
55,-1.2,"[52.134821, 4.391047]",102,True,63,6.32,55,121,-0.8,317.0
56,-1.2,"[52.134778, 4.390986]",93,True,72,6.36,56,121,-0.8,323.5
57,-1.2,"[52.134738, 4.390921]",91,True,69,6.36,57,121,0.0,329.9
58,-1.2,"[52.134696, 4.390854]",63,True,66,6.4,58,120,0.0,336.5
59,-1.2,"[52.134655, 4.390795]",116,True,67,6.42,59,120,0.0,342.7
60,-1.2,"[52.134612, 4.390732]",96,True,68,6.38,60,120,0.0,348.9
61,-1.2,"[52.134566, 4.390673]",84,True,69,6.38,61,120,-0.8,355.4
62,-1.2,"[52.134522, 4.39061]",81,True,73,6.42,62,120,-1.5,362.0
63,-1.4,"[52.134479, 4.390541]",83,True,72,6.44,63,120,-2.3,368.7
64,-1.6,"[52.134438, 4.390473]",90,True,67,6.48,64,120,-3.0,375.1
65,-1.8,"[52.134391, 4.390405]",69,True,74,6.58,65,119,-3.0,381.8
66,-2.0,"[52.134349, 4.390337]",51,True,0,6.66,66,119,-3.1,388.7
67,-2.2,"[52.134307, 4.390273]",0,True,0,6.6,67,118,-2.3,395.0
68,-2.4,"[52.134264, 4.39021]",0,True,0,6.5,68,118,-2.4,401.2
69,-2.4,"[52.134225, 4.390146]",0,True,0,6.52,69,117,-0.8,407.7
70,-2.6,"[52.134185, 4.390084]",0,True,0,6.44,70,117,0.8,414.0
71,-2.4,"[52.134144, 4.390024]",38,True,67,6.36,71,116,1.6,420.5
72,-2.2,"[52.134101, 4.389959]",115,True,72,6.42,72,116,2.4,427.1
73,-2.0,"[52.134059, 4.389894]",199,True,69,6.46,73,116,1.5,433.5
74,-2.0,"[52.134017, 4.389831]",171,True,71,6.36,74,116,0.8,439.5
75,-2.0,"[52.13397, 4.389762]",126,True,76,6.5,75,117,0.0,446.5
76,-2.0,"[52.133924, 4.389693]",115,True,75,6.6,76,117,-0.7,453.5
77,-2.0,"[52.133878, 4.389631]",115,True,75,6.58,77,116,-0.7,460.0
78,-2.2,"[52.133829, 4.389565]",12,True,0,6.66,78,116,-0.7,466.8
79,-2.2,"[52.133777, 4.389502]",12,True,0,6.86,79,116,-1.4,473.8
80,-2.2,"[52.133727, 4.389437]",14,True,71,6.88,80,115,0.0,480.9
81,-2.4,"[52.133677, 4.389371]",115,True,77,6.94,81,114,-0.7,488.2
82,-2.2,"[52.133631, 4.389303]",90,True,73,6.98,82,114,-0.7,494.9
83,-2.4,"[52.133584, 4.389236]",78,True,70,7.0,83,113,0.0,501.8
84,-2.4,"[52.133538, 4.389173]",83,True,71,6.9,84,113,-1.6,508.3
85,-2.4,"[52.133496, 4.389111]",81,True,70,6.74,85,112,-1.6,514.6
86,-2.6,"[52.133456, 4.389053]",80,True,71,6.5,86,111,-1.6,520.7
87,-2.8,"[52.133412, 4.388995]",101,True,71,6.34,87,110,-1.6,526.6
88,-2.8,"[52.133372, 4.388934]",81,True,65,6.2,88,110,-0.8,532.8
89,-2.8,"[52.133336, 4.388868]",97,True,68,6.2,89,109,0.8,539.3
90,-2.8,"[52.133294, 4.388802]",122,True,68,6.28,90,109,1.6,546.0
91,-2.6,"[52.133255, 4.388744]",112,True,65,6.22,91,109,2.4,551.8
92,-2.4,"[52.133212, 4.38868]",126,True,67,6.3,92,109,3.2,558.1
93,-2.2,"[52.133175, 4.388616]",145,True,72,6.3,93,110,2.4,564.3
94,-2.0,"[52.13313, 4.388557]",147,True,67,6.28,94,109,2.4,570.7
95,-2.0,"[52.133089, 4.388501]",120,True,68,6.14,95,109,2.4,576.7
96,-1.8,"[52.133045, 4.388441]",115,True,67,6.32,96,109,2.4,583.4
97,-1.6,"[52.133003, 4.388378]",90,True,59,6.3,97,108,3.1,589.6
98,-1.4,"[52.132964, 4.388316]",90,True,59,6.28,98,108,2.4,595.7
99,-1.2,"[52.132923, 4.388251]",32,True,32,6.32,99,108,1.6,602.3
100,-1.2,"[52.132882, 4.388188]",93,True,68,6.38,100,108,0.0,608.6
101,-1.2,"[52.132841, 4.388126]",107,True,68,6.26,101,108,-1.6,614.7
102,-1.4,"[52.132799, 4.388064]",105,True,69,6.3,102,108,-2.4,621.1
103,-1.6,"[52.132758, 4.388]",108,True,67,6.36,103,108,-3.2,627.5
104,-1.8,"[52.132717, 4.387937]",110,True,72,6.26,104,108,-3.1,633.6
105,-2.0,"[52.132676, 4.38787]",123,True,65,6.28,105,108,-2.4,640.0
106,-2.2,"[52.132635, 4.387806]",110,True,68,6.38,106,107,-1.6,646.6
107,-2.2,"[52.132595, 4.387745]",96,True,71,6.34,107,107,-1.6,652.8
108,-2.2,"[52.132556, 4.387686]",101,True,65,6.18,108,107,0.0,658.4
109,-2.4,"[52.132517, 4.387628]",98,True,66,6.14,109,107,0.8,664.3
110,-2.2,"[52.13248, 4.387571]",104,True,67,5.96,110,107,0.8,669.8
111,-2.0,"[52.132439, 4.387505]",117,True,71,5.98,111,107,2.4,676.5
112,-2.0,"[52.132397, 4.387441]",121,True,68,6.02,112,107,1.6,682.9
113,-1.8,"[52.132357, 4.387375]",105,True,67,6.16,113,108,0.0,689.2
114,-1.8,"[52.132315, 4.387311]",84,True,70,6.24,114,107,-0.8,695.5
115,-2.0,"[52.13227, 4.387241]",126,True,73,6.5,115,107,-1.5,702.3
116,-2.2,"[52.132225, 4.387176]",139,True,70,6.48,116,107,-1.5,708.9
117,-2.2,"[52.132178, 4.387111]",131,True,70,6.62,117,107,-0.7,716.0
118,-2.2,"[52.132136, 4.38705]",104,True,65,6.7,118,107,0.0,722.7
119,-2.2,"[52.132091, 4.386989]",90,True,67,6.72,119,107,0.0,729.1
120,-2.2,"[52.132047, 4.386929]",109,True,71,6.58,120,108,0.8,735.2
121,-2.2,"[52.132004, 4.386865]",135,True,71,6.5,121,108,0.8,741.4
122,-2.0,"[52.131961, 4.386795]",111,True,68,6.44,122,108,0.0,748.2
123,-2.0,"[52.131918, 4.386728]",99,True,75,6.38,123,109,0.0,754.6
124,-2.2,"[52.131874, 4.386664]",117,True,69,6.36,124,110,-1.6,760.9
125,-2.2,"[52.131829, 4.386602]",129,True,65,6.44,125,111,-1.6,767.4
126,-2.4,"[52.131788, 4.386547]",124,True,68,6.42,126,111,-0.8,773.5
127,-2.4,"[52.13175, 4.386487]",140,True,68,6.26,127,111,-0.8,779.5
128,-2.4,"[52.13171, 4.386426]",139,True,67,6.2,128,111,0.0,785.6
129,-2.4,"[52.131674, 4.386371]",115,True,68,6.08,129,112,0.8,791.3
130,-2.4,"[52.131638, 4.38631]",113,True,64,5.94,130,112,0.8,797.1
131,-2.2,"[52.131597, 4.386247]",119,True,67,6.02,131,112,0.8,803.6
132,-2.2,"[52.131556, 4.386189]",127,True,67,6.04,132,112,0.8,809.7
133,-2.2,"[52.131515, 4.386127]",120,True,72,6.08,133,111,0.8,816.0
134,-2.2,"[52.13147, 4.38607]",129,True,65,6.14,134,112,0.8,822.0
135,-2.0,"[52.13143, 4.386008]",132,True,63,6.22,135,112,0.8,828.2
136,-2.0,"[52.131388, 4.385946]",114,True,72,6.18,136,112,0.8,834.5
137,-2.0,"[52.131346, 4.385888]",57,True,0,6.2,137,112,0.8,840.7
138,-2.0,"[52.131307, 4.385829]",0,True,0,6.14,138,113,0.9,846.7
139,-1.8,"[52.13127, 4.38577]",0,True,0,6.1,139,113,1.8,852.5
140,-1.8,"[52.131236, 4.385715]",0,True,0,5.94,140,113,1.9,857.9
141,-1.6,"[52.131199, 4.385663]",0,True,0,5.74,141,113,3.1,863.2
142,-1.6,"[52.131169, 4.385615]",0,True,0,5.46,142,113,3.4,868.0
143,-1.2,"[52.131145, 4.385576]",0,True,0,5.06,143,114,5.1,872.0
144,-1.2,"[52.131118, 4.38555]",0,True,0,4.62,144,113,5.8,875.6
145,-0.8,"[52.13109, 4.385559]",0,True,0,4.18,145,113,3.0,878.8
146,-0.8,"[52.131068, 4.385584]",0,True,0,3.72,146,113,3.0,881.8
147,-0.8,"[52.131041, 4.385612]",0,True,0,3.46,147,113,0.0,885.3
148,-0.8,"[52.131011, 4.385619]",93,True,31,3.4,148,112,0.0,889.0
149,-0.8,"[52.130983, 4.385597]",140,True,31,3.3,149,112,0.0,892.1
150,-0.8,"[52.130961, 4.385558]",231,True,43,3.38,150,112,0.0,895.7
151,-0.8,"[52.130935, 4.385513]",233,True,43,3.64,151,111,0.0,900.0
152,-0.8,"[52.130911, 4.385468]",233,True,43,3.7,152,111,0.0,903.8
153,-0.8,"[52.130887, 4.38542]",232,True,50,3.8,153,111,1.1,908.0
154,-0.8,"[52.130859, 4.38537]",233,True,50,4.1,154,111,0.0,912.6
155,-0.6,"[52.130828, 4.38532]",265,True,50,4.36,155,111,0.0,917.5
156,-0.8,"[52.130793, 4.38527]",259,True,51,4.58,156,111,-1.0,922.9
157,-0.8,"[52.130757, 4.385218]",274,True,55,4.86,157,112,-2.7,928.1
158,-1.0,"[52.130717, 4.385163]",302,True,59,5.08,158,112,-3.5,933.4
159,-1.2,"[52.130675, 4.385104]",315,True,73,5.4,159,114,-4.1,939.6
160,-1.6,"[52.130637, 4.385044]",229,True,62,5.66,160,114,-3.9,945.8
161,-1.8,"[52.130592, 4.384974]",159,True,71,5.88,161,115,-3.1,952.3
162,-2.0,"[52.13055, 4.384905]",139,True,72,6.14,162,115,-1.5,958.8
163,-2.0,"[52.130504, 4.384837]",139,True,72,6.48,163,115,-1.5,965.8
164,-2.0,"[52.13046, 4.384773]",0,True,0,6.58,164,116,-0.8,972.5
165,-2.2,"[52.130419, 4.384714]",0,True,0,6.5,165,115,-0.8,978.3
166,-2.2,"[52.130377, 4.384652]",0,True,0,6.46,166,114,-0.8,984.6
167,-2.2,"[52.130336, 4.384591]",0,True,0,6.5,167,114,0.8,991.3
168,-2.2,"[52.130296, 4.384533]",0,True,0,6.28,168,114,1.6,997.2
169,-2.0,"[52.130256, 4.384472]",75,True,70,6.16,169,113,2.4,1003.3
170,-1.8,"[52.130215, 4.384409]",150,True,63,6.22,170,113,2.4,1009.4
171,-1.6,"[52.130171, 4.38435]",146,True,65,6.24,171,113,1.6,1015.8
172,-1.6,"[52.130127, 4.384288]",124,True,71,6.26,172,113,0.8,1022.6
173,-1.6,"[52.13009, 4.384227]",104,True,67,6.28,173,113,0.8,1028.6
174,-1.6,"[52.13005, 4.384168]",81,True,65,6.22,174,113,0.8,1034.4
175,-1.4,"[52.130009, 4.384109]",85,True,70,6.18,175,113,1.6,1040.3
176,-1.4,"[52.129965, 4.384043]",113,True,68,6.24,176,114,0.8,1047.0
177,-1.2,"[52.129919, 4.383982]",110,True,66,6.2,177,114,0.8,1053.6
178,-1.4,"[52.129878, 4.38392]",94,True,65,6.22,178,114,0.0,1059.7
179,-1.2,"[52.129837, 4.383859]",80,True,71,6.3,179,115,-1.6,1065.9
180,-1.4,"[52.129795, 4.383795]",77,True,66,6.4,180,115,-1.6,1072.3
181,-1.6,"[52.129752, 4.383731]",93,True,69,6.36,181,115,-2.4,1078.8
182,-1.8,"[52.129711, 4.383671]",92,True,63,6.3,182,115,-2.5,1085.1
183,-1.8,"[52.129673, 4.383617]",95,True,67,6.2,183,114,-2.5,1090.7
184,-2.0,"[52.129634, 4.38356]",113,True,64,6.14,184,114,-1.7,1096.6
185,-2.2,"[52.129596, 4.383503]",109,True,63,6.02,185,114,-0.9,1102.4
186,-2.2,"[52.129558, 4.383446]",99,True,63,5.84,186,114,0.9,1108.0
187,-2.0,"[52.129522, 4.383388]",118,True,64,5.68,187,114,2.6,1113.5
188,-1.8,"[52.12948, 4.383331]",126,True,61,5.76,188,114,3.5,1119.5
189,-1.6,"[52.129445, 4.383276]",130,True,59,5.7,189,114,2.6,1125.1
190,-1.4,"[52.129407, 4.383216]",134,True,61,5.74,190,114,1.7,1131.1
191,-1.4,"[52.129369, 4.38316]",134,True,63,5.76,191,114,0.9,1136.8
192,-1.4,"[52.12933, 4.383103]",144,True,60,5.84,192,114,0.0,1142.7
193,-1.4,"[52.129293, 4.383047]",156,True,59,5.76,193,114,0.0,1148.3
194,-1.4,"[52.129256, 4.382991]",135,True,59,5.8,194,114,0.0,1154.1
195,-1.4,"[52.129219, 4.382937]",120,True,62,5.68,195,115,0.9,1159.5
196,-1.4,"[52.129182, 4.38288]",107,True,60,5.66,196,114,0.9,1165.1
197,-1.2,"[52.129143, 4.382823]",120,True,65,5.66,197,114,1.8,1171.0
198,-1.2,"[52.129106, 4.382765]",127,True,58,5.68,198,114,2.7,1176.7
199,-1.0,"[52.129071, 4.382709]",131,True,58,5.64,199,114,2.8,1182.3
200,-0.8,"[52.129034, 4.382659]",0,True,0,5.6,200,114,3.8,1187.5
201,-0.6,"[52.129, 4.382614]",0,True,0,5.5,201,114,4.0,1192.6
202,-0.4,"[52.128965, 4.382565]",0,True,0,5.38,202,114,4.1,1197.9
203,-0.2,"[52.128935, 4.382521]",0,True,0,5.14,203,113,3.4,1202.4
204,0.0,"[52.128912, 4.382475]",0,True,0,4.9,204,113,2.6,1206.8
205,0.0,"[52.128887, 4.382438]",0,True,0,4.54,205,113,1.5,1210.2
206,0.0,"[52.128859, 4.38242]",0,True,0,4.16,206,113,0.0,1213.4
207,0.0,"[52.128835, 4.382434]",0,True,0,3.6,207,112,0.0,1215.9
208,0.0,"[52.128816, 4.382462]",61,True,31,3.22,208,112,0.0,1218.5
209,0.0,"[52.128799, 4.3825]",245,True,31,2.96,209,111,1.5,1221.6
210,0.0,"[52.128781, 4.382542]",245,True,31,3.0,210,111,2.7,1225.2
211,0.2,"[52.128759, 4.382587]",162,True,30,3.1,211,111,2.3,1228.9
212,0.4,"[52.128736, 4.382642]",162,True,41,3.52,212,111,1.0,1233.5
213,0.4,"[52.128708, 4.382707]",204,True,51,4.08,213,111,-0.9,1238.9
214,0.2,"[52.128681, 4.382773]",212,True,61,4.58,214,111,-3.6,1244.5
